soc_code_clean,AIOE,Title,Description,Employment,Mean_Wage,has_employment_data,has_wage_data,Employment_log,Mean_Wage_log
27-3043,3.346614723827246,"Writers and Authors; Poets, Lyricists and Creative Writers","Originate and prepare written material, such as scripts, stories, advertisements, and other material.; Create original written works, such as scripts, essays, prose, poetry or song lyrics, for publication or performance.",337770.0,76675.8972081594,True,True,12.730123430055391,11.247355732180209
27-3091,3.775593667821241,Interpreters and Translators,"Interpret oral or sign language, or translate written text from one language into another.",409260.0,64723.80833699848,True,True,12.922108373308326,11.077899843425682
27-3092,3.31521867857208,Court Reporters and Simultaneous Captioners,"Use verbatim methods and equipment to capture, store, retrieve, and transcribe pretrial and trial proceedings or other information. Includes stenocaptioners who operate computerized stenographic captioning equipment to provide captions of live or prerecorded broadcasts for hearing-impaired viewers.",90600.0,75652.15452538632,True,True,11.41422052949775,11.23391441729473
27-4011,3.4121600888909733,Audio and Video Technicians,"Set up, maintain, and dismantle audio and video equipment, such as microphones, sound speakers, connecting wires and cables, sound and mixing boards, video cameras, video monitors and servers, and related electronic equipment for live or recorded events, such as concerts, meetings, conventions, presentations, podcasts, news conferences, and sporting events.",506700.0,60998.41385435169,True,True,13.135676365016424,11.018619534164229
27-4012,3.3566434796055504,Broadcast Technicians,"Set up, operate, and maintain the electronic equipment used to acquire, edit, and transmit audio and video for radio or television programs. Control and adjust incoming and outgoing broadcast signals to regulate sound volume, signal strength, and signal clarity. Operate satellite, microwave, or other transmitter equipment to broadcast radio or television programs.",154310.0,63632.05236212818,True,True,11.94672532550566,11.060888305563925
27-4014,3.64770477632609,Sound Engineering Technicians,"Assemble and operate equipment to record, synchronize, mix, edit, or reproduce sound, including music, voices, or sound effects, for theater, video, film, television, podcasts, sporting events, and other productions.",84990.0,79396.4948817508,True,True,11.35030064751358,11.282222096129823
27-4021,3.083426724456225,Photographers,"Photograph people, landscapes, merchandise, or other subjects. May use lighting equipment to enhance a subject's appearance. May use editing software to produce finished images and prints. Includes commercial and industrial photographers, scientific photographers, and photojournalists.",375700.0,55085.72265105137,True,True,12.836548893256682,10.916663997883017
27-4031,3.211878099825119,"Camera Operators, Television, Video, and Film","Operate television, video, or film camera to record images or scenes for television, video, or film productions.",170440.0,79598.81013846515,True,True,12.046144474763969,11.284766986634468
27-4032,3.645215933307444,Film and Video Editors,"Edit moving images on film, video, or other media. May work with a producer or director to organize images for final production. May edit or synchronize soundtracks with images.",196850.0,83669.54889509779,True,True,12.19020237636914,11.33464232950594
29-1011,3.541928122716804,Chiropractors,"Assess, treat, and care for patients by manipulation of spine and musculoskeletal system. May provide spinal adjustment or address sacral or pelvic misalignment.",292270.0,91446.46764977588,True,True,12.5854367330402,11.423519962345129
29-1021,3.894783962442,"Dentists, General","Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums. May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth. May fit dental appliances or provide preventive care.",789980.0,193798.3423630978,True,True,13.579764173521072,12.174578585053776
29-1022,3.7706448418128127,Oral and Maxillofacial Surgeons,"Perform surgery and related procedures on the hard and soft tissues of the oral and maxillofacial regions to treat diseases, injuries, or defects. May diagnose problems of the oral and maxillofacial regions. May perform surgery to improve function or appearance.",24060.0,333337.2277639235,True,True,10.088347551424729,12.716912952480136
29-1023,3.70463782053788,Orthodontists,"Examine, diagnose, and treat dental malocclusions and oral cavity anomalies. Design and fabricate appliances to realign teeth and jaws to produce and maintain normal function and to improve appearance.",28930.0,244472.13273418596,True,True,10.272668963567046,12.406860695291346
29-1024,3.4603794198977837,Prosthodontists,"Diagnose, treat, rehabilitate, design, and fit prostheses that maintain oral function, health, and appearance for patients with clinical conditions associated with teeth, oral and maxillofacial tissues, or the jaw.",2960.0,259414.62837837837,True,True,7.993282328101591,12.466186797231506
